"id_consum","identifier","id_facture","ClientName","Ville","periodeDebut","periodeFin","Conso","PrixUnitaire","Taxes","StatutPaiement","penalite","TypeClient","NumComp","TypeComp","email","NumTel","MontFact","MonTotal"
1232,"480332760",C01232,Jason Russell,Abidjan,"2025-02-01","2025-04-10",100,250,5000.0, Non payé,500,Commercial,"247298",Compteur normal,kimshawn@johnson.com,"38304130",30000.0,30500.0
1233,"594843241",C01233,David Logan,Bouaké,"2023-04-25","2024-01-15",24,280,1344.0, Non payé,500,Industriel,"984849",Compteur à 4,sdavidson@hotmail.com,"72549152",8064.0,8564.0
1234,"262986016",C01234,Beverly Shannon,Korhogo,"2024-09-26","2025-04-18",140,280,7840.0, payé,0,Commercial,"770568",Compteur à 4,mary98@leon-anderson.info,"76632043",47040.0,47040.0
1235,"782134765",C01235,Katherine Dunn,Abidjan,"2024-09-29","2025-03-18",100,280,5600.0, Non payé,1000,Commercial,"164677",Compteur à 4,calebsmith@yahoo.com,"37182656",33600.0,34600.0
1236,"918624710",C01236,Tiffany Brooks,Yamoussoukro,"2024-04-27","2024-10-19",192,300,11520.0, Non payé,300,Industriel,"629901",Compteur normal,katie62@gmail.com,"93658926",69120.0,69420.0
1237,"976804334",C01237,Pam Moore,Abidjan,"2024-08-17","2025-01-28",26,300,1560.0, Non payé,300,Domestique,"665938",Compteur normal,barbaragardner@jones.org,"21999657",9360.0,9660.0
1238,"395350005",C01238,Mr. Mark Richard,Yamoussoukro,"2023-02-17","2023-09-19",189,280,10584.0, Non payé,500,Industriel,"959935",Compteur à 4,williamevans@mccoy.com,"35845594",63504.0,64004.0
1239,"747202816",C01239,Beverly Gibson,Korhogo,"2023-04-03","2024-02-08",136,280,7616.0, Non payé,1000,Industriel,"801446",Compteur à 4,jjordan@bush.com,"29484183",45696.0,46696.0
1240,"698732630",C01240,Courtney Warner,Korhogo,"2024-07-29","2024-12-10",41,250,2050.0, payé,0,Commercial,"503238",Compteur normal,craigjohn@ramsey.info,"80521539",12300.0,12300.0
1241,"924255167",C01241,Diana Parsons,Yamoussoukro,"2023-10-08","2024-12-03",121,250,6050.0, Non payé,1000,Commercial,"694241",Compteur à 4,yfuentes@underwood-rogers.com,"82335688",36300.0,37300.0
1242,"676719167",C01242,Ricky Compton,San Pedro,"2023-08-25","2024-12-24",17,280,952.0, Non payé,300,Commercial,"458800",Compteur à 4,joseph04@gmail.com,"48324308",5712.0,6012.0
1243,"651880796",C01243,Mr. Jason Rivers Jr.,San Pedro,"2023-06-27","2025-01-31",96,280,5376.0, Non payé,500,Industriel,"113429",Compteur normal,leeanthony@walsh.info,"37430636",32256.0,32756.0
1244,"747381866",C01244,Robert Brown,San Pedro,"2024-02-06","2024-06-08",59,300,3540.0, payé,0,Domestique,"635304",Compteur à 4,imiller@gmail.com,"57983523",21240.0,21240.0
1245,"304914505",C01245,Kelly Cooper,Abidjan,"2024-06-02","2024-12-21",92,250,4600.0, Non payé,300,Domestique,"238468",Compteur à 4,brownjeffrey@johnson.com,"84844757",27600.0,27900.0
1246,"934270944",C01246,Linda Rose,San Pedro,"2024-07-12","2025-05-03",66,250,3300.0, Non payé,300,Commercial,"199162",Compteur normal,jamesbell@hotmail.com,"23361726",19800.0,20100.0
1247,"147004552",C01247,Paige Jones,Korhogo,"2023-04-03","2023-05-18",73,250,3650.0, Non payé,500,Commercial,"123076",Compteur normal,susancharles@morales-porter.com,"91921428",21900.0,22400.0
1248,"505713787",C01248,Kimberly Lang,San Pedro,"2025-01-20","2025-01-28",107,280,5992.0, payé,0,Domestique,"647967",Compteur à 4,khawkins@yahoo.com,"52987892",35952.0,35952.0
1249,"323680534",C01249,Thomas Shaw,Abidjan,"2024-01-16","2024-12-22",173,250,8650.0, Non payé,500,Commercial,"476644",Compteur normal,meganbradshaw@gmail.com,"51271542",51900.0,52400.0
1250,"706920373",C01250,Rebecca Harris,Korhogo,"2024-12-27","2025-04-22",182,300,10920.0, Non payé,300,Industriel,"318366",Compteur normal,alexandertracey@yahoo.com,"98904586",65520.0,65820.0
1251,"440773382",C01251,James Morgan,San Pedro,"2023-07-02","2025-04-13",57,280,3192.0, Non payé,500,Commercial,"144049",Compteur normal,vsmith@anderson.com,"97532227",19152.0,19652.0
1252,"731607918",C01252,Mario Garcia,Korhogo,"2023-04-16","2023-12-05",173,300,10380.0, Non payé,1000,Domestique,"639366",Compteur normal,kimberlyhenderson@gmail.com,"26127368",62280.0,63280.0
1253,"319338691",C01253,Regina Wallace,Bouaké,"2024-06-30","2025-04-09",18,300,1080.0, payé,0,Domestique,"561770",Compteur normal,andersondavid@hotmail.com,"21825077",6480.0,6480.0
1254,"953076619",C01254,Mary Wood,Bouaké,"2023-10-11","2024-09-16",24,280,1344.0, Non payé,300,Industriel,"160919",Compteur à 4,xmichael@hotmail.com,"94377682",8064.0,8364.0
1255,"159809562",C01255,Samuel Tyler,Korhogo,"2023-05-01","2023-07-07",100,300,6000.0, Non payé,500,Commercial,"255404",Compteur normal,thomas67@perkins-strickland.com,"62998912",36000.0,36500.0
1256,"601303845",C01256,James Jimenez,Abidjan,"2023-06-02","2024-01-07",70,300,4200.0, Non payé,500,Domestique,"611211",Compteur normal,matthew40@moore.com,"70232714",25200.0,25700.0
1257,"713716795",C01257,Alex Myers II,Yamoussoukro,"2023-06-28","2024-12-11",21,280,1176.0, Non payé,300,Industriel,"234852",Compteur à 4,lewisbrian@gmail.com,"97379074",7056.0,7356.0
1258,"704185385",C01258,Jason Rodriguez,San Pedro,"2023-08-30","2024-05-25",86,280,4816.0, Non payé,500,Commercial,"798028",Compteur normal,maurice24@wilson-chang.com,"41586160",28896.0,29396.0
1259,"362682644",C01259,Benjamin Collins,Korhogo,"2023-07-11","2023-07-29",94,280,5264.0, Non payé,500,Industriel,"397228",Compteur normal,bushjared@robinson.com,"66348608",31584.0,32084.0
1260,"235299721",C01260,Jermaine Levy,Abidjan,"2023-11-17","2024-09-13",39,250,1950.0, Non payé,1000,Commercial,"615257",Compteur normal,kristinajohns@hotmail.com,"33667802",11700.0,12700.0
1261,"905865504",C01261,Lee Harper,Bouaké,"2024-07-07","2024-07-22",106,300,6360.0, Non payé,500,Commercial,"349634",Compteur à 4,elizabeth84@smith-anderson.com,"22126206",38160.0,38660.0
1262,"345894773",C01262,Christopher Wood,Korhogo,"2024-03-20","2024-04-02",128,280,7168.0, Non payé,500,Domestique,"122922",Compteur à 4,andrea19@coleman-david.biz,"43421325",43008.0,43508.0
1263,"752789494",C01263,Dustin Knight,Korhogo,"2024-10-02","2024-10-13",183,300,10980.0, Non payé,500,Commercial,"734543",Compteur normal,vfloyd@hotmail.com,"27258847",65880.0,66380.0
1264,"713639472",C01264,Carolyn Pearson,Yamoussoukro,"2024-04-05","2025-02-12",105,250,5250.0, Non payé,500,Commercial,"382226",Compteur à 4,marksrussell@camacho.net,"34038257",31500.0,32000.0
1265,"860067664",C01265,Allen Palmer,San Pedro,"2023-10-07","2024-02-09",22,300,1320.0, Non payé,300,Industriel,"347727",Compteur à 4,ujackson@yahoo.com,"34704065",7920.0,8220.0
1266,"635728074",C01266,Dr. Aaron Ayers Jr.,Bouaké,"2023-04-25","2024-09-06",130,300,7800.0, Non payé,300,Domestique,"672002",Compteur normal,jhunt@hotmail.com,"52886115",46800.0,47100.0
1267,"891927191",C01267,Tyler Burton,Bouaké,"2024-05-19","2024-06-10",147,300,8820.0, Non payé,500,Industriel,"836302",Compteur normal,acherry@yahoo.com,"88374816",52920.0,53420.0
1268,"504624909",C01268,Hunter Henson,Bouaké,"2024-10-13","2025-01-04",146,300,8760.0, Non payé,1000,Domestique,"867855",Compteur à 4,davidjames@livingston.biz,"62294937",52560.0,53560.0
1269,"410225911",C01269,Ashley Cantrell,Abidjan,"2024-02-21","2025-04-19",172,300,10320.0, Non payé,500,Domestique,"390951",Compteur à 4,gabriel13@jackson-moore.info,"29886830",61920.0,62420.0
1270,"257538708",C01270,Nicholas Reyes,San Pedro,"2024-11-15","2025-03-24",153,250,7650.0, Non payé,500,Industriel,"113849",Compteur normal,washingtondonna@scott-warren.info,"86056568",45900.0,46400.0
1271,"716119321",C01271,Matthew Washington,Yamoussoukro,"2024-06-16","2025-02-22",11,300,660.0, Non payé,500,Commercial,"204602",Compteur normal,wilsonjulia@smith.org,"41181188",3960.0,4460.0
1272,"629125466",C01272,Joshua Lee,Abidjan,"2024-05-04","2025-03-31",54,280,3024.0, payé,0,Commercial,"910003",Compteur à 4,calvin46@hughes.com,"29185097",18144.0,18144.0
1273,"675546119",C01273,Gavin Duncan,San Pedro,"2024-03-29","2024-04-22",39,250,1950.0, payé,0,Commercial,"593815",Compteur à 4,bjones@jones.com,"75237838",11700.0,11700.0
1274,"253477242",C01274,John Clark,Korhogo,"2024-07-30","2024-10-13",46,280,2576.0, Non payé,300,Commercial,"771698",Compteur à 4,pwade@mitchell.com,"65095793",15456.0,15756.0
1275,"462943108",C01275,Laura Costa,Abidjan,"2024-06-01","2024-07-31",157,280,8792.0, Non payé,300,Domestique,"245069",Compteur à 4,donna42@gmail.com,"95917579",52752.0,53052.0
1276,"674622117",C01276,Daniel Nichols,San Pedro,"2023-10-07","2024-07-13",165,280,9240.0, Non payé,1000,Commercial,"829928",Compteur à 4,holmesnoah@rogers-bentley.biz,"62062588",55440.0,56440.0
1277,"231841867",C01277,Diane Jones,San Pedro,"2023-04-03","2024-09-11",124,300,7440.0, Non payé,300,Industriel,"209523",Compteur normal,urice@zuniga-rojas.info,"52960082",44640.0,44940.0
1278,"254978607",C01278,Rhonda Young DVM,Korhogo,"2024-11-18","2025-03-17",50,300,3000.0, Non payé,1000,Domestique,"975061",Compteur à 4,alexander29@robinson-kaiser.net,"83716347",18000.0,19000.0
1279,"128214693",C01279,Michael Kelly,San Pedro,"2024-08-15","2025-02-21",159,280,8904.0, Non payé,300,Commercial,"949199",Compteur à 4,alexander12@yahoo.com,"45621610",53424.0,53724.0
1280,"170965440",C01280,Michelle Robbins,Yamoussoukro,"2024-10-01","2024-10-24",45,300,2700.0, Non payé,300,Commercial,"486738",Compteur normal,kingvirginia@rice.com,"46804721",16200.0,16500.0
1281,"208643268",C01281,Tammy Barr,San Pedro,"2024-11-13","2025-01-07",103,250,5150.0, Non payé,500,Industriel,"123230",Compteur normal,douglasvaldez@gmail.com,"79760105",30900.0,31400.0
1282,"721440441",C01282,Lindsay Parker,Bouaké,"2023-04-19","2023-12-20",116,250,5800.0, Non payé,500,Industriel,"829230",Compteur normal,victoriathompson@reyes.com,"31357253",34800.0,35300.0
1283,"246859333",C01283,Michael Rivera,San Pedro,"2025-01-27","2025-01-28",41,250,2050.0, payé,0,Industriel,"905473",Compteur à 4,audreyjones@gmail.com,"24562425",12300.0,12300.0
1284,"993974665",C01284,Katie Banks,San Pedro,"2023-10-24","2024-05-08",146,280,8176.0, Non payé,300,Industriel,"560718",Compteur à 4,hannahrivera@bridges-davis.biz,"76647735",49056.0,49356.0
1285,"821446577",C01285,Matthew King,Yamoussoukro,"2023-12-02","2024-08-13",59,250,2950.0, Non payé,1000,Industriel,"327742",Compteur normal,adamgreene@hotmail.com,"42430132",17700.0,18700.0
1286,"999747174",C01286,Aaron Cox,San Pedro,"2023-10-28","2024-03-21",24,300,1440.0, Non payé,1000,Industriel,"752093",Compteur normal,ehester@yahoo.com,"55039618",8640.0,9640.0
1287,"434300607",C01287,Jade Myers,San Pedro,"2024-07-13","2024-12-24",188,250,9400.0, payé,0,Commercial,"652792",Compteur à 4,olsonthomas@barnes-mcfarland.com,"39229126",56400.0,56400.0
1288,"498309825",C01288,Kevin Howard,Yamoussoukro,"2025-01-30","2025-03-17",81,300,4860.0, payé,0,Industriel,"295406",Compteur normal,megan61@harris-serrano.com,"26013483",29160.0,29160.0
1289,"941598393",C01289,Michael Stephens,Abidjan,"2023-06-29","2023-07-13",144,300,8640.0, payé,0,Commercial,"181744",Compteur normal,richard67@navarro.org,"81415902",51840.0,51840.0
1290,"105037517",C01290,Shirley Miranda,San Pedro,"2023-09-19","2025-04-09",192,300,11520.0, payé,0,Domestique,"989289",Compteur normal,ndiaz@hotmail.com,"20976708",69120.0,69120.0
1291,"651681622",C01291,Amy Bowman,San Pedro,"2024-05-05","2024-05-28",109,250,5450.0, Non payé,1000,Industriel,"180128",Compteur à 4,russodawn@hotmail.com,"97486017",32700.0,33700.0
1292,"628723577",C01292,Kimberly Hill,San Pedro,"2024-12-21","2025-02-06",145,280,8120.0, Non payé,300,Industriel,"313408",Compteur à 4,tim70@james-gregory.com,"35397922",48720.0,49020.0
1293,"796262359",C01293,Travis Lewis,Bouaké,"2023-06-18","2025-04-10",164,280,9184.0, Non payé,300,Commercial,"748550",Compteur à 4,donna40@gmail.com,"70176012",55104.0,55404.0
1294,"470511294",C01294,Brian Lawson,Abidjan,"2023-07-17","2024-02-20",32,300,1920.0, Non payé,1000,Domestique,"224870",Compteur normal,cgutierrez@gmail.com,"91874807",11520.0,12520.0
1295,"818918256",C01295,Elizabeth Dorsey,Yamoussoukro,"2023-07-13","2024-09-02",147,250,7350.0, Non payé,1000,Industriel,"735519",Compteur normal,josetaylor@gmail.com,"86708840",44100.0,45100.0
1296,"540584496",C01296,Claudia Wallace,Korhogo,"2024-09-25","2025-01-03",75,250,3750.0, Non payé,1000,Domestique,"822094",Compteur normal,ppeck@gmail.com,"39657120",22500.0,23500.0
1297,"906531239",C01297,Danielle Warner,Bouaké,"2024-01-26","2024-08-09",152,300,9120.0, Non payé,500,Commercial,"222646",Compteur à 4,xshaw@hotmail.com,"57244142",54720.0,55220.0
1298,"304810400",C01298,Ashley Mitchell,Abidjan,"2024-12-06","2025-04-18",98,250,4900.0, payé,0,Domestique,"602762",Compteur à 4,olee@reyes.biz,"37981799",29400.0,29400.0
1299,"950839423",C01299,Kelly Potter,Bouaké,"2024-10-31","2025-04-19",70,300,4200.0, Non payé,500,Domestique,"136995",Compteur à 4,sara19@hotmail.com,"54118895",25200.0,25700.0
1300,"575962583",C01300,Kenneth Kane,Korhogo,"2024-12-12","2025-04-20",152,250,7600.0, payé,0,Industriel,"202104",Compteur à 4,maciasthomas@murphy.com,"84023947",45600.0,45600.0
1301,"509328216",C01301,Ryan Lopez,Abidjan,"2023-04-11","2023-12-31",85,250,4250.0, payé,0,Commercial,"331787",Compteur normal,jeromebautista@ortega.com,"99329384",25500.0,25500.0
1302,"433227829",C01302,Sheila Jarvis,Korhogo,"2024-03-31","2024-08-22",24,280,1344.0, Non payé,1000,Industriel,"978943",Compteur à 4,danielweaver@ferguson.info,"33128093",8064.0,9064.0
1303,"337993020",C01303,Thomas Murillo,Yamoussoukro,"2024-11-03","2025-04-16",176,250,8800.0, Non payé,300,Industriel,"690133",Compteur à 4,umiller@yahoo.com,"86600369",52800.0,53100.0
1304,"131806207",C01304,Juan Cole,Yamoussoukro,"2025-01-05","2025-04-21",68,300,4080.0, Non payé,500,Industriel,"265178",Compteur normal,laraadrian@matthews.com,"55587597",24480.0,24980.0
1305,"444662449",C01305,Jonathan Oconnell,Yamoussoukro,"2024-07-30","2025-04-05",18,250,900.0, Non payé,1000,Commercial,"804989",Compteur normal,jaymartinez@phillips-lara.com,"94960973",5400.0,6400.0
1306,"121759661",C01306,Sarah Mcpherson,Bouaké,"2023-09-07","2023-09-19",86,280,4816.0, Non payé,500,Domestique,"941225",Compteur normal,emontgomery@miller-riley.com,"85504394",28896.0,29396.0
1307,"711183208",C01307,Gary Hill,Bouaké,"2023-08-14","2024-06-25",186,250,9300.0, payé,0,Commercial,"319636",Compteur normal,brucestephen@gmail.com,"38331041",55800.0,55800.0
1308,"563893506",C01308,Shannon Nguyen,Bouaké,"2024-01-22","2024-12-08",33,280,1848.0, Non payé,300,Industriel,"148374",Compteur normal,bryantdavid@hotmail.com,"27168072",11088.0,11388.0
1309,"385811284",C01309,Marie Greene,Bouaké,"2023-03-31","2025-01-02",17,280,952.0, Non payé,1000,Commercial,"610293",Compteur à 4,dannygordon@yahoo.com,"88244174",5712.0,6712.0
1310,"550983208",C01310,Jennifer Thomas MD,Abidjan,"2024-08-20","2024-12-21",58,300,3480.0, Non payé,300,Industriel,"731803",Compteur normal,zjohnson@morris.com,"71206301",20880.0,21180.0
1311,"799967054",C01311,Jessica Marshall,Korhogo,"2023-10-20","2024-02-18",199,300,11940.0, Non payé,1000,Domestique,"571284",Compteur normal,katieochoa@moore-may.info,"57675250",71640.0,72640.0
1312,"921357625",C01312,Scott Nunez,Bouaké,"2023-06-21","2024-12-14",63,250,3150.0, Non payé,1000,Industriel,"427174",Compteur à 4,blindsey@hotmail.com,"31227767",18900.0,19900.0
1313,"237298928",C01313,Joshua Wagner,San Pedro,"2024-06-09","2024-10-03",65,250,3250.0, Non payé,300,Commercial,"315178",Compteur normal,smithbarbara@thompson-ford.net,"91586427",19500.0,19800.0
1314,"361523119",C01314,Felicia Nelson,Bouaké,"2024-09-01","2024-12-09",13,300,780.0, Non payé,300,Domestique,"616149",Compteur normal,gordonbrenda@nunez.com,"51115165",4680.0,4980.0
1315,"439424700",C01315,Jason Harvey,Yamoussoukro,"2024-10-14","2025-03-28",71,280,3976.0, Non payé,1000,Domestique,"347693",Compteur à 4,cwilliams@yahoo.com,"58727243",23856.0,24856.0
1316,"840827946",C01316,Nathan Wright,San Pedro,"2023-06-28","2024-05-29",137,250,6850.0, Non payé,300,Domestique,"612863",Compteur à 4,heather10@porter-brown.net,"34595265",41100.0,41400.0
1317,"305991824",C01317,Kenneth Collins,San Pedro,"2023-11-07","2024-02-16",16,300,960.0, Non payé,1000,Domestique,"355784",Compteur normal,emilymiller@yahoo.com,"73863651",5760.0,6760.0
1318,"528759759",C01318,Douglas Moore,Abidjan,"2023-03-23","2024-01-30",136,250,6800.0, Non payé,300,Industriel,"341822",Compteur normal,robertburgess@yahoo.com,"71940789",40800.0,41100.0
1319,"654474954",C01319,Greg Rivera,Bouaké,"2024-03-09","2024-05-13",127,300,7620.0, payé,0,Domestique,"110185",Compteur à 4,vasquezjoyce@johnson.com,"86199202",45720.0,45720.0
1320,"199939338",C01320,Janice Kirby,Yamoussoukro,"2023-02-26","2024-04-22",112,250,5600.0, Non payé,1000,Commercial,"883608",Compteur normal,bjohnson@gmail.com,"30398917",33600.0,34600.0
1321,"882342799",C01321,Barbara Thompson,San Pedro,"2023-09-03","2025-01-28",191,300,11460.0, Non payé,1000,Domestique,"971499",Compteur à 4,larrywilliams@gillespie.org,"45871493",68760.0,69760.0
1322,"719998858",C01322,Mary Wells,Bouaké,"2024-07-01","2025-01-03",129,280,7224.0, Non payé,300,Industriel,"743205",Compteur à 4,ywilliams@schmidt.com,"74901736",43344.0,43644.0
1323,"914796720",C01323,Jessica Dickson,Bouaké,"2023-08-26","2024-06-08",78,300,4680.0, payé,0,Commercial,"293971",Compteur à 4,jacqueline25@mcdonald-smith.com,"85955293",28080.0,28080.0
1324,"198452667",C01324,Dave Watson,Korhogo,"2023-08-06","2025-03-09",62,250,3100.0, Non payé,500,Domestique,"894047",Compteur normal,jasonwheeler@hotmail.com,"79927088",18600.0,19100.0
1325,"523343250",C01325,Christie Ramsey DDS,Abidjan,"2025-01-27","2025-04-08",34,250,1700.0, Non payé,1000,Domestique,"779278",Compteur normal,mcculloughsarah@gmail.com,"59471148",10200.0,11200.0
1326,"980379611",C01326,Jessica Rose,San Pedro,"2024-07-19","2024-12-22",125,250,6250.0, payé,0,Commercial,"687834",Compteur à 4,maria77@butler-green.com,"30806614",37500.0,37500.0
1327,"779861291",C01327,Rebecca Day,Yamoussoukro,"2023-07-14","2024-05-20",109,250,5450.0, Non payé,500,Domestique,"128660",Compteur normal,shawn27@porter-chapman.com,"20116771",32700.0,33200.0
1328,"736043245",C01328,Michael Newman,Bouaké,"2024-02-07","2024-05-01",90,300,5400.0, payé,0,Commercial,"381126",Compteur normal,christineburch@woods-owens.net,"65208470",32400.0,32400.0
1329,"717272906",C01329,Jennifer Bates,San Pedro,"2024-12-11","2025-04-17",89,280,4984.0, Non payé,500,Domestique,"650548",Compteur à 4,millerkristi@gmail.com,"58875449",29904.0,30404.0
1330,"366741669",C01330,Andrew Green,Bouaké,"2023-03-14","2023-10-20",118,280,6608.0, payé,0,Domestique,"473092",Compteur normal,edward74@gmail.com,"57026890",39648.0,39648.0
1331,"731468527",C01331,Karen Medina,Bouaké,"2023-08-12","2024-12-20",114,300,6840.0, Non payé,500,Commercial,"708972",Compteur normal,rachel10@yahoo.com,"72957001",41040.0,41540.0
1332,"293694228",C01332,Sean Myers,Korhogo,"2023-07-26","2023-12-13",140,250,7000.0, Non payé,500,Domestique,"524889",Compteur à 4,richardrichardson@lopez-flores.com,"50371843",42000.0,42500.0
1333,"693315101",C01333,Anne Conway,San Pedro,"2025-01-02","2025-04-03",158,280,8848.0, Non payé,1000,Commercial,"713251",Compteur normal,jonesjoseph@hotmail.com,"67989518",53088.0,54088.0
1334,"224908309",C01334,John Dean,Yamoussoukro,"2023-04-14","2024-01-29",44,300,2640.0, Non payé,300,Industriel,"555671",Compteur à 4,xwilliams@pearson.com,"25004385",15840.0,16140.0
1335,"590149419",C01335,Gina Henson,Abidjan,"2023-03-25","2023-12-23",191,280,10696.0, Non payé,500,Commercial,"946488",Compteur à 4,padillatracie@dominguez.com,"42096528",64176.0,64676.0
1336,"825026717",C01336,Jessica Snyder,Korhogo,"2023-10-19","2025-04-11",68,280,3808.0, Non payé,1000,Domestique,"961846",Compteur normal,amy78@harris.com,"72286711",22848.0,23848.0
